samengesteld,gegevens,omschrijving,aantal,vereenvoudigd,LandTypeNed,LandTypeWet,opp,SbbType,Bedekking_num
"09A2-1+09A2-5","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Paddenrus",1,,"Veenmosrietland, typische subassociatie+Veenmosrietland, subassociatie van pijpestrootje","Pallavicinio-Sphagnetum typicum+Pallavicinio-Sphagnetum molinietosum",8.0874000000000001e-02,"09A2a+09A2b",
"09-9+09A2-1","vegetatie","haarmossen Pijpenstrootje+Kamvaren, veenmossen en Ronde zonnedauw Typische vorm",1,,"DG Gewoon haarmos-[Klasse der kleine Zeggen]+Veenmosrietland, typische subassociatie","DG Polytrichum commune-[Parvocaricetea]+Pallavicinio-Sphagnetum typicum",1.0347759999999999e+00,"09/c+09A2a",
"09A2-4+11B2-1","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw veenpluis+Hoogveenveenmos en Riet Typische vorm",2,,"Veenmosrietland, subassociatie van pijpestrootje+Moerasheide","Pallavicinio-Sphagnetum molinietosum+Sphagno palustris-Ericetum",1.2101999999999999e-01,"09A2b+11B2",
"09-3+09A-1+09-6","vegetatie","Zwarte zegge en Moerasstruisgras Veenpluis+Zwarte zegge en Moerasstruisgras Typische vorm+Paddenrus Typische vorm",1,,"RG Veenpluis-Veenmos-[Kl.kl.Zegge/Kl.hoogveensl]+RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge]+RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]","RG Eriophorum angustif-Sphag-[Parvocar/Scheuchz]+RG Carex nigra - Agrostis canina-[Caricion nig.]+RG Juncus subnodulosus-[Magnocaricion/Parvocar.]",7.8502000000000002e-02,"09-a+09A-a+09-j",
"09-6+09-7+09A-1","vegetatie","Paddenrus Typische vorm+Paddenrus veenmossen+Zwarte zegge en Moerasstruisgras Typische vorm",1,,"RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]+RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]+RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge]","RG Juncus subnodulosus-[Magnocaricion/Parvocar.]+RG Juncus subnodulosus-[Magnocaricion/Parvocar.]+RG Carex nigra - Agrostis canina-[Caricion nig.]",3.3338299999999998e-01,"09-j+09-j+09A-a",
"09A2-4+11B2-4","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw veenpluis+Gewone dophei en Riet Typische vorm",2,,"Veenmosrietland, subassociatie van pijpestrootje+Moerasheide","Pallavicinio-Sphagnetum molinietosum+Sphagno palustris-Ericetum",4.4308000000000003e-01,"09A2b+11B2",
"09-6+09A2-5+09A-1","vegetatie","Paddenrus Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Paddenrus+Zwarte zegge en Moerasstruisgras Typische vorm",1,,"RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]+Veenmosrietland, subassociatie van pijpestrootje+RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge]","RG Juncus subnodulosus-[Magnocaricion/Parvocar.]+Pallavicinio-Sphagnetum molinietosum+RG Carex nigra - Agrostis canina-[Caricion nig.]",5.4291999999999993e-02,"09-j+09A2b+09A-a",
"09B3-6+09B-4","vegetatie","Riet, Paddenrus en Wateraardbei Rood schorpioenmos en/of Ronde zegge+Riet, Paddenrus en Wateraardbei Typische vorm",1,,"Ass. v Schorpioenmos en Ronde zegge, typ. subass+RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge]","Scorpidio-Caricetum diandrae typicum+RG Utricularia minor-[Phragmition/Caricion lasi]",4.3728999999999997e-02,"09B3a+09B-a",
"09A3-1+09-6","vegetatie","Egelboterbloem en Zompzegge Typische vorm+Paddenrus Typische vorm",1,,"Ass. Moerasstruisgras en Zompzegge, typ. subass.+RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]","Carici curtae-Agrostietum typicum+RG Juncus subnodulosus-[Magnocaricion/Parvocar.]",2.3685999999999999e-02,"09A3a+09-j",
"11B2-1+11B2-2","vegetatie","Hoogveenveenmos en Riet Typische vorm+Hoogveenveenmos en Riet Rood veenmos",1,,"Moerasheide+Moerasheide","Sphagno palustris-Ericetum+Sphagno palustris-Ericetum",1.6033000000000000e-01,"11B2+11B2",
"09-4+09-5","vegetatie","Snavelzegge Typische vorm+Snavelzegge veenmossen",1,,"RG Snavelzegge-Wateraardbei-[Kl. kleine Zeggen]+RG Snavelzegge-Wateraardbei-[Kl. kleine Zeggen]","RG Carex rostrata - Potentilla pal.-[Parvocar.]+RG Carex rostrata - Potentilla pal.-[Parvocar.]",7.1586999999999998e-02,"09-f+09-f",
"16B1-3+09A2-1","vegetatie","Waterkruiskruid en Gewone dotterbloem Blauwe zegge+Kamvaren, veenmossen en Ronde zonnedauw Typische vorm",1,,"Ass. Boterbloem-Waterkruiskr., sub. Blauwe zegge+Veenmosrietland, typische subassociatie","Ranunculo-Senecionetum caricetosum paniceae+Pallavicinio-Sphagnetum typicum",2.8998000000000002e-01,"16B1e+09A2a",
"09B3-3+11B2-4","vegetatie","Ronde zegge en/of Rood schorpioenmos Ronde zegge en veenmossen+Gewone dophei en Riet Typische vorm",1,,"Ass. Schorpioenmos en Ronde zegge, sub. Veenmos+Moerasheide","Scorpidio-Caricetum diandrae sphagnetosum+Sphagno palustris-Ericetum",2.9075000000000000e-02,"09B3b+11B2",
"09B-4+05B3-1","vegetatie","Riet, Paddenrus en Wateraardbei Typische vorm+Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp",1,,"RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge]+Ass. Witte waterlelie en Gele plomp, typ. subass","RG Utricularia minor-[Phragmition/Caricion lasi]+Myriophyllo-Nupharetum typicum",4.8002999999999997e-02,"09B-a+05B3a",
"09-12+16A-5","vegetatie","Natte Pitrusruigten zure soorten+Pijpenstrootje en Blauwe zegge veel Moerasstruisgras",1,,"RG Pitrus-[Klasse der kleine Zeggen]+RG Moerasstruisgr.-[Vb. Biezenknop., Pijpestro.]","RG Juncus effusus-[Parvocaricetea]+RG Agrostis canina-[Junco-Molinion]",1.2172470000000000e+00,"09-k+16A-c",
"05B3-1+05-2","vegetatie","Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp+Drijvend fonteinkruid Typische vorm (inops)",2,,"Ass. Witte waterlelie en Gele plomp, typ. subass+RG Drijvend fonteinkruid-[Fonteinkruid-klasse]","Myriophyllo-Nupharetum typicum+RG Potamogeton natans-[Potametea]",7.6414999999999997e-02,"05B3a+05-a",
"09-12+09-14","vegetatie","Natte Pitrusruigten zure soorten+Pijpenstrootje meer dan 10% zure soorten",1,,"RG Pitrus-[Klasse der kleine Zeggen]+RG Pijpestro-Gw.veenmos-[K.kl.Zeg/V.Biezk.Pijps]","RG Juncus effusus-[Parvocaricetea]+RG Molinia caer-Sphagn pal-[Parvocar/J-Molinion]",7.8426999999999997e-02,"09-k+09-i",
"09A2-2+09-3","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Zwarte zegge en Moerasstruisgras Veenpluis",2,,"Veenmosrietland, subassociatie van pijpestrootje+RG Veenpluis-Veenmos-[Kl.kl.Zegge/Kl.hoogveensl]","Pallavicinio-Sphagnetum molinietosum+RG Eriophorum angustif-Sphag-[Parvocar/Scheuchz]",1.3038300000000000e-01,"09A2b+09-a",
"08C1-3+05B3-1+08C-8","vegetatie","Hoge cyperzegge, Pluimzegge en Moerasvaren Moerasvaren+Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp+Hoge cyperzegge, Pluimzegge en Moerasvaren Pluimzegge",1,,"Ass. Waterscheerl.-H.cyperzegge, sub Moerasvaren+Ass. Witte waterlelie en Gele plomp, typ. subass+RG Pluimzegge-[Verbond der grote Zeggen]","Cicuto-Caricetum thelypteridetosum+Myriophyllo-Nupharetum typicum+RG Carex paniculata-[Magnocaricion]",1.1077999999999999e-02,"08C1c+05B3a+08C-c",
"05B3-1+08B3-1+08-4","vegetatie","Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp+Kleine lisdodde Typische vorm+Grote egelskop Typische vorm",1,,"Ass. Witte waterlelie en Gele plomp, typ. subass+Riet-associatie, soortenarme subassociatie+RG Grote egelskop-[Riet-klasse]","Myriophyllo-Nupharetum typicum+Typho-Phragmitetum inops+RG Sparganium erectum-[Phragmitetea]",2.8030500000000003e-01,"05B3a+08B3d+08-h",
"08B3-3+09A2-1+36A2-2","vegetatie","Riet, Moeraswalstro en Moerasvaren Moerasvaren+Kamvaren, veenmossen en Ronde zonnedauw Typische vorm+Grauwe wilg Typische vorm",1,,"Riet-associatie, subassociatie van Moerasvaren+Veenmosrietland, typische subassociatie+Associatie van Grauwe wilg","Typho-Phragmitetum thelypteridetosum+Pallavicinio-Sphagnetum typicum+Salicetum cinereae",1.0637900000000000e-01,"08B3c+09A2a+36A2",
"05B3-1+08C-8","vegetatie","Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp+Hoge cyperzegge, Pluimzegge en Moerasvaren Pluimzegge",1,,"Ass. Witte waterlelie en Gele plomp, typ. subass+RG Pluimzegge-[Verbond der grote Zeggen]","Myriophyllo-Nupharetum typicum+RG Carex paniculata-[Magnocaricion]",1.0533900000000002e-01,"05B3a+08C-c",
"08B3-3+09-9+09A2-2","vegetatie","Riet, Moeraswalstro en Moerasvaren Moerasvaren+haarmossen Pijpenstrootje+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje",1,,"Riet-associatie, subassociatie van Moerasvaren+DG Gewoon haarmos-[Klasse der kleine Zeggen]+Veenmosrietland, subassociatie van pijpestrootje","Typho-Phragmitetum thelypteridetosum+DG Polytrichum commune-[Parvocaricetea]+Pallavicinio-Sphagnetum molinietosum",1.4933399999999999e-01,"08B3c+09/c+09A2b",
"05B3-1+05D5-1","vegetatie","Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp+Kransvederkruid Typische vorm",1,,"Ass. Witte waterlelie en Gele plomp, typ. subass+Ass. Waterviolier-Kransvedkruid, typ. subass.","Myriophyllo-Nupharetum typicum+Myriophyllo verticillati-Hottonietum typicum",7.4748999999999996e-02,"05B3a+05D5a",
"50A-1+05B3-1","vegetatie","Open water Typische vorm+Witte waterlelie en/of Gele plomp vrijwel alleen Gele Plomp",1,,"water+Ass. Witte waterlelie en Gele plomp, typ. subass","nvt+Myriophyllo-Nupharetum typicum",6.1918000000000008e-02,"50A+05B3a",
"09A2-5+09-10","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Paddenrus+Pijpenstrootje Typische vorm",1,,"Veenmosrietland, subassociatie van pijpestrootje+RG Pijpestro-Gw.veenmos-[K.kl.Zeg/V.Biezk.Pijps]","Pallavicinio-Sphagnetum molinietosum+RG Molinia caer-Sphagn pal-[Parvocar/J-Molinion]",3.8610999999999999e-02,"09A2b+09-i",
"09-9+09-8","vegetatie","haarmossen Pijpenstrootje+haarmossen Dominantievorm van Gewoon haarmos",1,,"DG Gewoon haarmos-[Klasse der kleine Zeggen]+DG Gewoon haarmos-[Klasse der kleine Zeggen]","DG Polytrichum commune-[Parvocaricetea]+DG Polytrichum commune-[Parvocaricetea]",1.1354600000000001e-01,"09/c+09/c",
"08B3-6+09A2-1","vegetatie","Riet, Moeraswalstro en Moerasvaren Dominantievorm van Kleine lisdodde+Kamvaren, veenmossen en Ronde zonnedauw Typische vorm",1,,"Riet-associatie, soortenarme subassociatie+Veenmosrietland, typische subassociatie","Typho-Phragmitetum inops+Pallavicinio-Sphagnetum typicum",1.5442000000000001e-02,"08B3d+09A2a",
"11B2-1+09A2-2+09-9","vegetatie","Hoogveenveenmos en Riet Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+haarmossen Pijpenstrootje",1,,"Moerasheide+Veenmosrietland, subassociatie van pijpestrootje+DG Gewoon haarmos-[Klasse der kleine Zeggen]","Sphagno palustris-Ericetum+Pallavicinio-Sphagnetum molinietosum+DG Polytrichum commune-[Parvocaricetea]",5.7714000000000001e-02,"11B2+09A2b+09/c",
"09A2-2+16A-1+09-9","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Zwarte zegge,Moerasstruisgras en Pijpenstrootje Typische vorm+haarmossen Pijpenstrootje",1,,"Veenmosrietland, subassociatie van pijpestrootje+RG Moerasstruisgr.-[Vb. Biezenknop., Pijpestro.]+DG Gewoon haarmos-[Klasse der kleine Zeggen]","Pallavicinio-Sphagnetum molinietosum+RG Agrostis canina-[Junco-Molinion]+DG Polytrichum commune-[Parvocaricetea]",6.5396900000000002e-01,"09A2b+16A-c+09/c",
"09-9+09-10+09A2-2","vegetatie","haarmossen Pijpenstrootje+Pijpenstrootje Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje",1,,"DG Gewoon haarmos-[Klasse der kleine Zeggen]+RG Pijpestro-Gw.veenmos-[K.kl.Zeg/V.Biezk.Pijps]+Veenmosrietland, subassociatie van pijpestrootje","DG Polytrichum commune-[Parvocaricetea]+RG Molinia caer-Sphagn pal-[Parvocar/J-Molinion]+Pallavicinio-Sphagnetum molinietosum",6.4512000000000000e-02,"09/c+09-i+09A2b",
"09A2-1+09-14","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Typische vorm+Pijpenstrootje meer dan 10% zure soorten",1,,"Veenmosrietland, typische subassociatie+RG Pijpestro-Gw.veenmos-[K.kl.Zeg/V.Biezk.Pijps]","Pallavicinio-Sphagnetum typicum+RG Molinia caer-Sphagn pal-[Parvocar/J-Molinion]",1.8759400000000001e-01,"09A2a+09-i",
"09A-2+09-7","vegetatie","Zwarte zegge en Moerasstruisgras veel Grote wederik+Paddenrus veenmossen",1,,"RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge]+RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]","RG Carex nigra - Agrostis canina-[Caricion nig.]+RG Juncus subnodulosus-[Magnocaricion/Parvocar.]",1.5869000000000000e-01,"09A-a+09-j",
"09-6+09-7","vegetatie","Paddenrus Typische vorm+Paddenrus veenmossen",1,,"RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]+RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]","RG Juncus subnodulosus-[Magnocaricion/Parvocar.]+RG Juncus subnodulosus-[Magnocaricion/Parvocar.]",3.1851800000000002e-01,"09-j+09-j",
"09A2-5+39A-1","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Paddenrus+Zachte berk en Veenmossen Rietklassesoorten",1,,"Veenmosrietland, subassociatie van pijpestrootje+RG Zachte berk-[Elzen-verbond]","Pallavicinio-Sphagnetum molinietosum+RG Betula pubescens-[Alnion glutinosae]",3.4197999999999999e-02,"09A2b+39A-f",
"08C-9+09A2-5+09-6","vegetatie","Riet, Paddenrus en Wateraardbei Verarmde vorm+Kamvaren, veenmossen en Ronde zonnedauw Paddenrus+Paddenrus Typische vorm",1,,"RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]+Veenmosrietland, subassociatie van pijpestrootje+RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]","RG Juncus subnodulosus-[Magnocaricion/Parvocar.]+Pallavicinio-Sphagnetum molinietosum+RG Juncus subnodulosus-[Magnocaricion/Parvocar.]",2.6866899999999999e-01,"08C-e+09A2b+09-j",
"09A2-4+09A2-5","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw veenpluis+Kamvaren, veenmossen en Ronde zonnedauw Paddenrus",2,,"Veenmosrietland, subassociatie van pijpestrootje+Veenmosrietland, subassociatie van pijpestrootje","Pallavicinio-Sphagnetum molinietosum+Pallavicinio-Sphagnetum molinietosum",1.0341400000000001e-01,"09A2b+09A2b",
"09B3-4+09B-4+09A2-4","vegetatie","Plat blaasjeskruid Typische vorm+Riet, Paddenrus en Wateraardbei Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw veenpluis",1,,"Ass. v Schorpioenmos en Ronde zegge, typ. subass+RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge]+Veenmosrietland, subassociatie van pijpestrootje","Scorpidio-Caricetum diandrae typicum+RG Utricularia minor-[Phragmition/Caricion lasi]+Pallavicinio-Sphagnetum molinietosum",5.0118000000000003e-02,"09B3a+09B-a+09A2b",
"09-6+09B3-1+09A-1","vegetatie","Paddenrus Typische vorm+Ronde zegge en/of Rood schorpioenmos Tweerijige zegge+Zwarte zegge en Moerasstruisgras Typische vorm",1,,"RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]+Ass. v Schorpioenmos en Ronde zegge, typ. subass+RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge]","RG Juncus subnodulosus-[Magnocaricion/Parvocar.]+Scorpidio-Caricetum diandrae typicum+RG Carex nigra - Agrostis canina-[Caricion nig.]",4.1725600000000002e-01,"09-j+09B3a+09A-a",
"08C-5+09A2-5","vegetatie","Pluimzegge Soortenarme vorm+Kamvaren, veenmossen en Ronde zonnedauw Paddenrus",1,,"RG Pluimzegge-[Verbond der grote Zeggen]+Veenmosrietland, subassociatie van pijpestrootje","RG Carex paniculata-[Magnocaricion]+Pallavicinio-Sphagnetum molinietosum",1.2373800000000001e-01,"08C-c+09A2b",
"09A2-2+09A2-5+09B3-4","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw Pijpenstrootje+Kamvaren, veenmossen en Ronde zonnedauw Paddenrus+Plat blaasjeskruid Typische vorm",1,,"Veenmosrietland, subassociatie van pijpestrootje+Veenmosrietland, subassociatie van pijpestrootje+Ass. v Schorpioenmos en Ronde zegge, typ. subass","Pallavicinio-Sphagnetum molinietosum+Pallavicinio-Sphagnetum molinietosum+Scorpidio-Caricetum diandrae typicum",7.3010000000000005e-02,"09A2b+09A2b+09B3a",
"08B3-4+09A2-5","vegetatie","Riet, Moeraswalstro en Moerasvaren Typische vorm+Kamvaren, veenmossen en Ronde zonnedauw Paddenrus",1,,"Riet-associatie, subassociatie van Moerasvaren+Veenmosrietland, subassociatie van pijpestrootje","Typho-Phragmitetum thelypteridetosum+Pallavicinio-Sphagnetum molinietosum",8.9378400000000002e-01,"08B3c+09A2b",
"16A-7+19A1-2","vegetatie","Pijpenstrootje en Blauwe zegge Tandjesgras+Borstelgras Tandjesgras",1,,"RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]+Associatie van Liggend walstro en Schapegras","RG Succisa prat.-Carex panicea-[Junco-Molinion]+Galio hercynici-Festucetum ovinae",1.4271900000000001e-01,"16A-a+19A1",
"19-1+19A1-2","vegetatie","Pijpenstrootje Tandjesgras+Borstelgras Tandjesgras",1,,"RG Pijpestrootje-[K.veenbult.nat.hei/K.hei.gras]+Associatie van Liggend walstro en Schapegras","RG Molinia caerulea-[Oxycoc-Sphagnetea/Nardetea]+Galio hercynici-Festucetum ovinae",8.6787000000000003e-02,"19-e+19A1",
"19A1-2+19-1+11B2-1+19A1-3","vegetatie","Borstelgras Tandjesgras+Pijpenstrootje Tandjesgras+Hoogveenveenmos en Riet Typische vorm+Borstelgras Liggend walstro",1,,"Associatie van Liggend walstro en Schapegras+RG Pijpestrootje-[K.veenbult.nat.hei/K.hei.gras]+Moerasheide+Associatie van Liggend walstro en Schapegras","Galio hercynici-Festucetum ovinae+RG Molinia caerulea-[Oxycoc-Sphagnetea/Nardetea]+Sphagno palustris-Ericetum+Galio hercynici-Festucetum ovinae",3.8129999999999997e-02,"19A1+19-e+11B2+19A1",
"16A-4+19A1-2","vegetatie","Pijpenstrootje en Blauwe zegge meer dan 10% zure soorten+Borstelgras Tandjesgras",1,,"RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]+Associatie van Liggend walstro en Schapegras","RG Succisa prat.-Carex panicea-[Junco-Molinion]+Galio hercynici-Festucetum ovinae",4.4715999999999999e-02,"16A-a+19A1",
"19A1-2+19-1+16A-4","vegetatie","Borstelgras Tandjesgras+Pijpenstrootje Tandjesgras+Pijpenstrootje en Blauwe zegge meer dan 10% zure soorten",1,,"Associatie van Liggend walstro en Schapegras+RG Pijpestrootje-[K.veenbult.nat.hei/K.hei.gras]+RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]","Galio hercynici-Festucetum ovinae+RG Molinia caerulea-[Oxycoc-Sphagnetea/Nardetea]+RG Succisa prat.-Carex panicea-[Junco-Molinion]",8.6941000000000004e-02,"19A1+19-e+16A-a",
"16-7+16A-8+16A-7","vegetatie","Gewoon reukgras, Gewoon struisgras en Rood zwenkgra schrale soorten+Pijpenstrootje en Blauwe zegge Heidekartelblad+Pijpenstrootje en Blauwe zegge Tandjesgras",1,,"RG G.struisg-G.biggek-[K.dr.gras.zand/K.vo.gras]+RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]+RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]","RG Agrostis cap-Hypochae.rad-[Koel-Cor/Mol-Arrh]+RG Succisa prat.-Carex panicea-[Junco-Molinion]+RG Succisa prat.-Carex panicea-[Junco-Molinion]",1.3733500000000001e-01,"16-i+16A-a+16A-a",
"16-5+16-7","vegetatie","Gewoon reukgras, Gewoon struisgras en Rood zwenkgra Typische vorm+Gewoon reukgras, Gewoon struisgras en Rood zwenkgra schrale soorten",1,,"RG S.weegbr.-Kruip.boterb.-R.zwenk.[Kl.v.grasl.]+RG G.struisg-G.biggek-[K.dr.gras.zand/K.vo.gras]","RG Plantago -Ranunculus -Festuca rub.-[Mol-Arr.]+RG Agrostis cap-Hypochae.rad-[Koel-Cor/Mol-Arrh]",6.7615999999999996e-02,"16-g+16-i",
"16A-4+09A3-1","vegetatie","Pijpenstrootje en Blauwe zegge meer dan 10% zure soorten+Egelboterbloem en Zompzegge Typische vorm",1,,"RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]+Ass. Moerasstruisgras en Zompzegge, typ. subass.","RG Succisa prat.-Carex panicea-[Junco-Molinion]+Carici curtae-Agrostietum typicum",8.5629999999999998e-02,"16A-a+09A3a",
"16-15+09-11","vegetatie","Pijpenstrootje Degradatievorm van Pijpenstrootje+Hennegras Typische vorm",1,,"RG Pijpestro-Gw.veenmos-[K.kl.Zeg/V.Biezk.Pijps]+RG Hennegras-[Klasse der kleine Zeggen]","RG Molinia caer-Sphagn pal-[Parvocar/J-Molinion]+RG Calamagrostis canescens-[Parvocaricetea]",4.0676999999999998e-02,"16A-e+09-g",
"19-1+09A3-1","vegetatie","Pijpenstrootje Tandjesgras+Egelboterbloem en Zompzegge Typische vorm",1,,"RG Pijpestrootje-[K.veenbult.nat.hei/K.hei.gras]+Ass. Moerasstruisgras en Zompzegge, typ. subass.","RG Molinia caerulea-[Oxycoc-Sphagnetea/Nardetea]+Carici curtae-Agrostietum typicum",3.6497000000000002e-02,"19-e+09A3a",
"19A1-2+16A-7","vegetatie","Borstelgras Tandjesgras+Pijpenstrootje en Blauwe zegge Tandjesgras",1,,"Associatie van Liggend walstro en Schapegras+RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]","Galio hercynici-Festucetum ovinae+RG Succisa prat.-Carex panicea-[Junco-Molinion]",7.3694999999999997e-02,"19A1+16A-a",
"16-5+09A-3","vegetatie","Gewoon reukgras, Gewoon struisgras en Rood zwenkgra Typische vorm+Zwarte zegge en Moerasstruisgras hooilandsoorten",1,,"RG S.weegbr.-Kruip.boterb.-R.zwenk.[Kl.v.grasl.]+RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge]","RG Plantago -Ranunculus -Festuca rub.-[Mol-Arr.]+RG Carex nigra - Agrostis canina-[Caricion nig.]",3.9083000000000000e-02,"16-g+09A-a",
"16A-4+16A-8","vegetatie","Pijpenstrootje en Blauwe zegge meer dan 10% zure soorten+Pijpenstrootje en Blauwe zegge Heidekartelblad",1,,"RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]+RG Blau.knoop-Blau.zegge-[Vb.Biezenkn.-Pijpest.]","RG Succisa prat.-Carex panicea-[Junco-Molinion]+RG Succisa prat.-Carex panicea-[Junco-Molinion]",1.8567200000000000e-01,"16A-a+16A-a",
"09-6+09-4+09B-1","vegetatie","Paddenrus Typische vorm+Snavelzegge Typische vorm+Waterdrieblad Typische vorm",1,,"RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]+RG Snavelzegge-Wateraardbei-[Kl. kleine Zeggen]+RG Waterdrieblad-[Verbond van Draadzegge]","RG Juncus subnodulosus-[Magnocaricion/Parvocar.]+RG Carex rostrata - Potentilla pal.-[Parvocar.]+RG Menyanthes trifoliata-[Caricion lasiocarpae]",3.3610000000000001e-02,"09-j+09-f+09B-b",
"09A2-4+09-5","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw veenpluis+Snavelzegge veenmossen",1,,"Veenmosrietland, subassociatie van pijpestrootje+RG Snavelzegge-Wateraardbei-[Kl. kleine Zeggen]","Pallavicinio-Sphagnetum molinietosum+RG Carex rostrata - Potentilla pal.-[Parvocar.]",4.7343000000000003e-02,"09A2b+09-f",
"09-4+09-6","vegetatie","Snavelzegge Typische vorm+Paddenrus Typische vorm",1,,"RG Snavelzegge-Wateraardbei-[Kl. kleine Zeggen]+RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]","RG Carex rostrata - Potentilla pal.-[Parvocar.]+RG Juncus subnodulosus-[Magnocaricion/Parvocar.]",4.5595999999999998e-02,"09-f+09-j",
"09A2-4+09A2-5+09B3-1","vegetatie","Kamvaren, veenmossen en Ronde zonnedauw veenpluis+Kamvaren, veenmossen en Ronde zonnedauw Paddenrus+Ronde zegge en/of Rood schorpioenmos Tweerijige zegge",1,,"Veenmosrietland, subassociatie van pijpestrootje+Veenmosrietland, subassociatie van pijpestrootje+Ass. v Schorpioenmos en Ronde zegge, typ. subass","Pallavicinio-Sphagnetum molinietosum+Pallavicinio-Sphagnetum molinietosum+Scorpidio-Caricetum diandrae typicum",7.3763999999999996e-02,"09A2b+09A2b+09B3a",
